ふうだ,770,770,7061,助動詞,*,ナ形容詞,基本形,ふうだ,ふうだ,*
ふうなれ,637,637,7061,助動詞,*,ナ形容詞,ダ列命令形,ふうだ,ふうなれ,*
ふうな,609,609,7061,助動詞,*,ナ形容詞,ダ列基本連体形,ふうだ,ふうな,*
ふうだろう,602,602,7061,助動詞,*,ナ形容詞,ダ列基本推量形,ふうだ,ふうだろう,*
ふうならば,595,595,7061,助動詞,*,ナ形容詞,ダ列基本条件形,ふうだ,ふうならば,*
ふうに,616,616,7060,助動詞,*,ナ形容詞,ダ列基本連用形,ふうだ,ふうに,*
ふうだった,553,553,7061,助動詞,*,ナ形容詞,ダ列タ形,ふうだ,ふうだった,*
ふうだったろう,567,567,7061,助動詞,*,ナ形容詞,ダ列タ系推量形,ふうだ,ふうだったろう,*
ふうだったら,560,560,7061,助動詞,*,ナ形容詞,ダ列タ系条件形,ふうだ,ふうだったら,*
ふうで,588,588,7061,助動詞,*,ナ形容詞,ダ列タ系連用テ形,ふうだ,ふうで,*
ふうだったり,581,581,7061,助動詞,*,ナ形容詞,ダ列タ系連用タリ形,ふうだ,ふうだったり,*
ふうじゃ,574,574,7061,助動詞,*,ナ形容詞,ダ列タ系連用ジャ形,ふうだ,ふうじゃ,*
ふうなる,630,630,7061,助動詞,*,ナ形容詞,ダ列文語連体形,ふうだ,ふうなる,*
ふうなれば,623,623,7061,助動詞,*,ナ形容詞,ダ列文語条件形,ふうだ,ふうなれば,*
ふうである,679,679,7061,助動詞,*,ナ形容詞,デアル列基本形,ふうだ,ふうである,*
ふうであれ,707,707,7061,助動詞,*,ナ形容詞,デアル列命令形,ふうだ,ふうであれ,*
ふうであろう,693,693,7061,助動詞,*,ナ形容詞,デアル列基本推量形,ふうだ,ふうであろう,*
ふうであれば,686,686,7061,助動詞,*,ナ形容詞,デアル列基本条件形,ふうだ,ふうであれば,*
ふうであり,700,700,7061,助動詞,*,ナ形容詞,デアル列基本連用形,ふうだ,ふうであり,*
ふうであった,644,644,7061,助動詞,*,ナ形容詞,デアル列タ形,ふうだ,ふうであった,*
ふうであったろう,658,658,7061,助動詞,*,ナ形容詞,デアル列タ系推量形,ふうだ,ふうであったろう,*
ふうであったら,651,651,7061,助動詞,*,ナ形容詞,デアル列タ系条件形,ふうだ,ふうであったら,*
ふうであって,672,672,7061,助動詞,*,ナ形容詞,デアル列タ系連用テ形,ふうだ,ふうであって,*
ふうであったり,665,665,7061,助動詞,*,ナ形容詞,デアル列タ系連用タリ形,ふうだ,ふうであったり,*
ふうです,749,749,7061,助動詞,*,ナ形容詞,デス列基本形,ふうだ,ふうです,*
ふうでしょう,756,756,7061,助動詞,*,ナ形容詞,デス列基本推量形,ふうだ,ふうでしょう,*
ふうでしょ,763,763,7061,助動詞,*,ナ形容詞,デス列省略推量形,ふうだ,ふうでしょ,*
ふうでした,714,714,7061,助動詞,*,ナ形容詞,デス列タ形,ふうだ,ふうでした,*
ふうでしたろう,728,728,7061,助動詞,*,ナ形容詞,デス列タ系推量形,ふうだ,ふうでしたろう,*
ふうでしたら,721,721,7061,助動詞,*,ナ形容詞,デス列タ系条件形,ふうだ,ふうでしたら,*
ふうでして,742,742,7061,助動詞,*,ナ形容詞,デス列タ系連用テ形,ふうだ,ふうでして,*
ふうでしたり,735,735,7061,助動詞,*,ナ形容詞,デス列タ系連用タリ形,ふうだ,ふうでしたり,*
ばかり,550,550,6476,助動詞,*,ナノ形容詞,語幹,ばかりだ,ばかり,*
ばかりだ,548,548,7214,助動詞,*,ナノ形容詞,基本形,ばかりだ,ばかりだ,*
ばかりなれ,510,510,6965,助動詞,*,ナノ形容詞,ダ列命令形,ばかりだ,ばかりなれ,*
ばかりな,500,500,6933,助動詞,*,ナノ形容詞,ダ列基本連体形,ばかりだ,ばかりな,*
ばかりの,504,504,6443,助動詞,*,ナノ形容詞,ダ列特殊連体形,ばかりだ,ばかりの,*
ばかりだろう,498,498,6965,助動詞,*,ナノ形容詞,ダ列基本推量形,ばかりだ,ばかりだろう,*
ばかりならば,496,496,6965,助動詞,*,ナノ形容詞,ダ列基本条件形,ばかりだ,ばかりならば,*
ばかりに,502,502,7128,助動詞,*,ナノ形容詞,ダ列基本連用形,ばかりだ,ばかりに,*
ばかりだった,484,484,7053,助動詞,*,ナノ形容詞,ダ列タ形,ばかりだ,ばかりだった,*
ばかりだったろう,488,488,6965,助動詞,*,ナノ形容詞,ダ列タ系推量形,ばかりだ,ばかりだったろう,*
ばかりだったら,486,486,6965,助動詞,*,ナノ形容詞,ダ列タ系条件形,ばかりだ,ばかりだったら,*
ばかりで,494,494,7518,助動詞,*,ナノ形容詞,ダ列タ系連用テ形,ばかりだ,ばかりで,*
ばかりだったり,492,492,6965,助動詞,*,ナノ形容詞,ダ列タ系連用タリ形,ばかりだ,ばかりだったり,*
ばかりじゃ,490,490,6965,助動詞,*,ナノ形容詞,ダ列タ系連用ジャ形,ばかりだ,ばかりじゃ,*
ばかりなる,508,508,6965,助動詞,*,ナノ形容詞,ダ列文語連体形,ばかりだ,ばかりなる,*
ばかりなれば,506,506,6965,助動詞,*,ナノ形容詞,ダ列文語条件形,ばかりだ,ばかりなれば,*
ばかりである,522,522,7048,助動詞,*,ナノ形容詞,デアル列基本形,ばかりだ,ばかりである,*
ばかりであれ,530,530,6965,助動詞,*,ナノ形容詞,デアル列命令形,ばかりだ,ばかりであれ,*
ばかりであろう,526,526,6965,助動詞,*,ナノ形容詞,デアル列基本推量形,ばかりだ,ばかりであろう,*
ばかりであれば,524,524,6965,助動詞,*,ナノ形容詞,デアル列基本条件形,ばかりだ,ばかりであれば,*
ばかりであり,528,528,6961,助動詞,*,ナノ形容詞,デアル列基本連用形,ばかりだ,ばかりであり,*
ばかりであった,512,512,6965,助動詞,*,ナノ形容詞,デアル列タ形,ばかりだ,ばかりであった,*
ばかりであったろう,516,516,6965,助動詞,*,ナノ形容詞,デアル列タ系推量形,ばかりだ,ばかりであったろう,*
ばかりであったら,514,514,6965,助動詞,*,ナノ形容詞,デアル列タ系条件形,ばかりだ,ばかりであったら,*
ばかりであって,520,520,6965,助動詞,*,ナノ形容詞,デアル列タ系連用テ形,ばかりだ,ばかりであって,*
